time_s,freq_dev_hz
0.0,0.0
1.0,0.17980303430354727
2.0,0.2255762371179637
3.0,0.16399186973958368
4.0,0.07488554320567609
5.0,0.0340728077307606
6.0,0.03411766444525011
7.0,0.04302025260320974
8.0,0.018522175421114007
9.0,0.011676568327927406
10.0,0.022945485395160503
11.0,0.04910122316840848
12.0,0.034732875037932764
13.0,0.02020411367959607
14.0,0.019476417255357426
15.0,0.012307867137808515
16.0,0.013822773999723204
17.0,0.0018804709521269558
18.0,0.02769017512649352
19.0,0.029026084421559517
20.0,0.007178156329028518
21.0,0.0014827073830714355
22.0,0.008000358493913673
23.0,0.012777230966531938
24.0,0.007188149223020801
25.0,0.012212313701192024
26.0,0.014709899077840483
27.0,0.01247820499084451
28.0,0.0022025667027314455
29.0,0.012196532696182594
30.0,0.02580634849339347
31.0,5.029822337299095e-05
32.0,-0.007219981818713528
33.0,0.013914106723080799
34.0,0.019526626177230888
35.0,0.01590774681689222
36.0,-0.015455478505770337
37.0,-0.003265910958518692
38.0,0.00436298558616155
39.0,-0.01640614936161411
40.0,0.0016486294227657794
41.0,0.012859556219972923
42.0,-0.005679893322807494
43.0,-0.005704999853215487
44.0,-0.0074324411644699495
45.0,0.004939096725102843
46.0,0.01942489194111552
47.0,0.01866619349815135
48.0,-0.0031082578765162516
49.0,-0.013379607347827616
50.0,-0.011794953713248901
51.0,-0.00032049333086758836
52.0,-0.006858288274744773
53.0,0.012492009633553458
54.0,0.012247783100343135
55.0,0.00577902420650922
56.0,-0.0019334732017695089
57.0,0.006089833966851366
58.0,0.001821098333465443
59.0,-0.0013283713405187747
60.0,0.0007079984284041885
61.0,-0.010278464722106584
62.0,0.0038269736706819657
63.0,-0.004900521493940158
64.0,-0.010328377592909721
65.0,-0.011360844538907955
66.0,-0.0057026986539909785
67.0,0.005184337890651314
68.0,0.011021345619837142
69.0,0.008870291216012127
70.0,0.005162221296028946
71.0,-0.005675686918389378
72.0,-0.007047003634164106
73.0,-0.010186560206515427
74.0,-0.013070387198734768
75.0,-0.003269915783263855
76.0,0.0036988285684858013
77.0,-0.009625391886523005
78.0,-0.012283648509618939
79.0,-0.016163092389605005
80.0,-0.000502950145990777
81.0,-0.0017763246413649014
82.0,-0.0027811499096164205
83.0,-0.0018922113783514938
84.0,0.0009362889376207661
85.0,-0.0025460475892913337
86.0,-0.019859312159686837
87.0,-0.007397174067866885
88.0,-0.012162140544269562
89.0,0.010750170588567087
90.0,0.006987630760066921
91.0,-0.004516647065542223
92.0,-0.0068577418596715845
93.0,-0.007392306957738626
94.0,0.000757920937251022
95.0,-0.004458319819022893
96.0,0.011270363967272878
97.0,-0.004341697010092904
98.0,-0.012926433902471501
99.0,-0.00530995835837933
100.0,-0.00940670746491179
101.0,0.012432660516945582
102.0,0.01568317562197219
103.0,-0.008818200030453749
104.0,-0.013626870391227897
105.0,-0.008217106112120565
106.0,-0.01331495094535562
107.0,-0.009235666152491717
108.0,-0.013055168724873667
109.0,0.00970487921204466
110.0,-0.0030073568155764008
111.0,0.01363658593185324
112.0,0.002610324345995174
113.0,-0.010600584285862524
114.0,-0.019747211121567965
115.0,-0.01737450891051484
116.0,-0.004141855236650116
117.0,0.0030030600323671663
118.0,0.02160706935935952
119.0,0.007981239539294194
120.0,-0.01648403643755625
121.0,-0.013765936537812884
122.0,-0.020940354782632564
123.0,-0.005458770898956189
124.0,0.008844019912652712
125.0,0.004229569674349953
126.0,-0.005667345343451924
127.0,0.0021342783856370673
128.0,-0.005473972711271813
129.0,-0.01578685613178976
130.0,0.010523931303847434
131.0,-0.0005392080582633518
132.0,0.0017769011658064215
133.0,-0.009530442033882647
134.0,-0.006217084965955966
135.0,-0.011673922766077816
136.0,-0.009420102781008133
137.0,-0.008428428126507903
138.0,0.00391044368612814
139.0,0.001301614381890026
140.0,-0.012504387851024479
141.0,0.0029811000303636703
142.0,0.008558817894557258
143.0,0.016221976082926304
144.0,0.011399247163708104
145.0,-0.01384070982346941
146.0,-0.009929391486369621
147.0,-0.011674060510613593
148.0,-0.009893211035720828
149.0,0.0047500080734597105
150.0,-0.013249894484503866
151.0,-0.026423279997995763
152.0,-0.014820707304228353
153.0,-0.007082536307467802
154.0,-0.013333915303099797
155.0,0.008099614510825859
156.0,0.0021223260950264944
157.0,0.0027160752523336384
158.0,0.0009375594559646316
159.0,-0.004570148902243165
160.0,0.0085823566665022
161.0,0.004666099166037441
162.0,-0.017290762686426042
163.0,-0.005785483036713224
164.0,-0.010414150585698057
165.0,-0.0017019710504073693
166.0,0.0006402601463273427
167.0,-0.0009755901752450669
168.0,-0.011789730520836983
169.0,-0.020765840222809473
170.0,-0.01084594159825647
171.0,-0.007674872294287649
172.0,-0.003839003936452201
173.0,-0.007206752449246956
174.0,-0.015406977682739242
175.0,-0.0011463991024340814
176.0,0.004002906054689781
177.0,0.014736629741336493
178.0,-0.0027519818224575054
179.0,0.0019357323337843013
180.0,0.0034324335821089846
181.0,0.011139921643357198
182.0,-0.01586510541482955
183.0,-0.012489057027960104
184.0,-0.009541728066770894
185.0,-0.016741577129795182
186.0,0.002149637592476772
187.0,0.004637671289384748
188.0,-0.007937646066256132
189.0,-0.016691661395036306
190.0,-0.0073382189821002974
191.0,-0.006856260756051835
192.0,0.0020681484477780288
193.0,0.002732042306012872
194.0,-0.006685115784603735
195.0,-0.005007543178001672
196.0,0.009067946370162616
197.0,0.009081808189081997
198.0,-0.010929540595294718
199.0,-0.007619903556013163
200.0,0.005257380754501995
201.0,0.008869170293737128
202.0,-0.018027004535605684
203.0,-0.022524993167749585
204.0,-0.0038790217655093606
205.0,0.006067294561002967
206.0,-0.004041079022663041
207.0,-0.009321751523430066
208.0,-0.007685241557708888
209.0,-0.02441104972418895
210.0,-0.0158528906493971
211.0,0.007368230732285319
212.0,0.019454589954150947
213.0,0.012745465260466382
214.0,0.0060194085733078495
215.0,-0.013855772946205214
216.0,-0.010564958577146122
217.0,0.0006299780291030288
218.0,-0.010852157150835762
219.0,-0.008766356246521223
220.0,-0.010960883823207812
221.0,0.00917155294192451
222.0,0.004943295399897352
