variant,variant_label,second_bf_source,apply_governor_targets,ramp_seconds,resume_mode,boundary_start_hz,boundary_step_0_to_1_hz,second_min_hz,second_max_hz,second_abs_mean_hz,second_rms_hz,first_60s_min_hz,first_60s_max_hz,first_300s_min_hz,first_300s_max_hz,frac_abs_gt_0p036,seconds_until_last_abs_gt_0p036,freq_end_hz,gov_target_count,gov_target_delta_sum,gov_target_delta_abs_sum,gov_target_delta_max_abs,delta_vs_bf_only_abs_mean_hz,delta_vs_bf_only_max_abs_hz
carryover,"carry-over (bf=first, no target)",first,0,0,snapshot,0.04010401317963819,0.005334970803674288,-0.013868626624986558,0.06645968571170169,0.02677216581159545,0.030987507040128266,0.026455136417724567,0.06645968571170169,0.01517001596471168,0.06645968571170169,0.3303670745272525,582.0,-0.006071391185569208,25,-0.5497100907428284,6.887564579172886,1.3789608462002323,0.0,0.0
bf_only,AGC redistribution only (bf=second),second,0,0,snapshot,0.04010401317963819,0.005334970803674288,-0.013868626624986558,0.06645968571170169,0.02677216581159545,0.030987507040128266,0.026455136417724567,0.06645968571170169,0.01517001596471168,0.06645968571170169,0.3303670745272525,582.0,-0.006071391185569208,25,-0.5497100907428284,6.887564579172886,1.3789608462002323,0.0,0.0
gov_step,gov target step,second,1,0,snapshot,0.04010401317963819,-0.5913625599393857,-4.744452025394105,1.0129015980317346,0.7563255007795873,0.9140465293982001,-4.744452025394105,-0.5512585467597475,-4.744452025394105,-0.5512585467597475,1.0,899.0,0.39739267153499735,25,-0.5497100907428284,6.887564579172886,1.3789608462002323,0.7693829563121464,4.785929744005337
gov_ramp,gov target ramp (300s),second,1,300,snapshot,0.04010401317963819,0.004842903564572509,-0.2848485488962904,0.05046699358766116,0.09344356961250358,0.13546952323239903,-0.09768742177373335,0.05046699358766116,-0.2848485488962904,0.05046699358766116,0.5205784204671857,534.0,-0.01139011349641228,25,-0.5497100907428284,6.887564579172886,1.3789608462002323,0.11693680824036673,0.31442872540029976
