kp,ki,success,samples,t_end_s,min_hz,t_min_s,max_hz,t_max_s,final_hz,abs_mean_hz,rms_hz,error,score
0.05,0.0625,1,900,899.0,-0.06329666715968463,2.0,0.03110490484591999,481.0,-0.0056494261533535095,0.007627168096219032,0.009900898139280438,,0.015402330242536006
0.05,0.05,1,900,899.0,-0.06329666715968463,2.0,0.03133002036493249,481.0,-0.005733287598221892,0.007685791943396707,0.009997870106764404,,0.015551370795889856
0.1,0.0625,1,900,899.0,-0.06329666715968463,2.0,0.03333659979016357,481.0,-0.00550425978779856,0.007793169345023357,0.010059720331059906,,0.015575159404452591
0.1,0.05,1,900,899.0,-0.06329666715968463,2.0,0.03351379838484103,481.0,-0.005608603422098124,0.00785184742467219,0.010146838113843459,,0.01572956819264298
0.05,0.0375,1,900,899.0,-0.06329666715968463,2.0,0.03201017444973253,481.0,-0.005477229335342226,0.007880782037495612,0.010271815584803043,,0.015755304497568248
