time_s,freq_dev_hz
0.0,0.0009635945000452395
1.0,0.004164465748299762
2.0,0.008595714532702026
3.0,0.01371064605475425
4.0,0.002923078162027082
5.0,0.0027748443604469486
6.0,0.004192596300640616
7.0,0.010299045985373567
8.0,0.017842482824388384
9.0,0.000998092433088793
10.0,-0.002310528622162522
11.0,-0.003387863350650111
12.0,-0.008270556515703742
13.0,0.007918470234100639
14.0,0.0010006133718132304
15.0,0.005567223912938957
16.0,0.010134805528458912
17.0,0.006604580550915173
18.0,0.00933098236035157
19.0,0.01739970406455793
20.0,0.016870192946218943
21.0,-0.0013806411850114664
22.0,-0.0044273345076395465
23.0,-0.004230990125979606
24.0,0.0016954728654239304
25.0,-0.0022879827505262185
26.0,0.010968101270307784
27.0,0.003183008225979833
28.0,0.00782773751478949
29.0,0.005448788633155566
30.0,0.002785029264127381
31.0,-0.013290390182671974
32.0,-0.009000436633481712
33.0,-7.467415699125013e-05
34.0,0.012587387108471404
35.0,0.010104572795275324
36.0,0.008003934027129844
37.0,0.0011035543080817334
38.0,0.007543306084873969
39.0,-0.0015805387315270814
40.0,0.018032586242675563
41.0,0.0010466394462183004
42.0,0.006751756106204709
43.0,0.0027274720377024053
44.0,0.012243659066788481
45.0,-0.0017671821789644326
46.0,0.009136421227453617
47.0,-0.002353924005416008
48.0,0.0045747726329947724
49.0,0.007540960124541307
50.0,-0.002036372292997246
51.0,-0.005615686778419615
52.0,0.012440371599837796
53.0,0.018828289468557635
54.0,0.02160569228303988
55.0,0.021722236013639318
56.0,0.014855917703817667
57.0,-0.006984923053741099
58.0,-0.012229207337741688
59.0,0.013162368338606178
60.0,0.01376940525410042
61.0,0.008602605549419273
62.0,-0.00027687599063463963
63.0,0.0032135000935440416
64.0,0.024696894210229914
65.0,0.013615161261961717
66.0,-0.007204902715027828
67.0,0.002317703449734587
68.0,-0.0017854190454014152
69.0,0.007078792608257167
70.0,0.00034635531341642434
71.0,0.011144711363830773
72.0,0.015866337618675175
73.0,0.009969246530174836
74.0,0.009304561114773513
75.0,0.003977780070956172
76.0,-0.005582546735822813
77.0,-0.008392398375618448
