label,kp,ki,min_hz,max_hz,mean_abs_hz,gt_pos_0.036,lt_neg_0.036,abs_gt_0.036
h8d0,0.05,0.01,-0.0572534406626834,0.0052841289382765,0.023984243956907455,0,89,89
h5d1,0.05,0.01,-0.0228062596114653,0.07087142011859,0.01835255183966912,161,0,161
h12d0,0.05,0.01,-0.0288835293950828,0.0335806314897446,0.007021313811775964,0,0,0
