label,cold_end_first_hz,cold_start_second_hz,cold_jump_hz,hot_end_first_hz,hot_start_second_hz,hot_jump_hz,hot_step_0_to_1_hz,hot_min_hz,hot_max_hz
h5d1_h5d2_default_statehot,0.0062024831135554,0.0,-0.0062024831135554,0.006202483113555424,0.006202483113555424,0.0,0.0053355692491408035,-0.022662980891337003,0.038131878148570664
