name,kp,ki,min_hz,t_min_s,max_hz,t_max_s,final_hz,abs_mean_hz,rms_hz,freq_csv,freq_png
score_best_kp003_ki0075,0.03,0.075,-0.025555803835466406,554.0,0.030284500519499602,481.0,-0.005496394557484852,0.00737879442231347,0.009222866348375654,/Applications/openandes/demo/demo/deadband/results/agc4_first_refine_narrow/h13d2_score_best_kp003_ki0075_agc4_first_frequency.csv,/Applications/openandes/demo/demo/deadband/results/agc4_first_refine_narrow/h13d2_score_best_kp003_ki0075_agc4_first_frequency.png
absmean_best_kp002_ki005625,0.02,0.05625,-0.02528530698415521,257.0,0.029861309505361255,481.0,-0.005815495563963324,0.007303417347693346,0.009137050615538756,/Applications/openandes/demo/demo/deadband/results/agc4_first_refine_narrow/h13d2_absmean_best_kp002_ki005625_agc4_first_frequency.csv,/Applications/openandes/demo/demo/deadband/results/agc4_first_refine_narrow/h13d2_absmean_best_kp002_ki005625_agc4_first_frequency.png
current_default_kp005_ki00625,0.05,0.0625,-0.02503152493462002,257.0,0.031118930780773546,481.0,-0.0056508628924745175,0.007366559126912872,0.009201910338681039,/Applications/openandes/demo/demo/deadband/results/agc4_first_refine_narrow/h13d2_current_default_kp005_ki00625_agc4_first_frequency.csv,/Applications/openandes/demo/demo/deadband/results/agc4_first_refine_narrow/h13d2_current_default_kp005_ki00625_agc4_first_frequency.png
