label,cold_end_first_hz,cold_start_second_hz,cold_jump_hz,hot_end_first_hz,hot_start_second_hz,hot_jump_hz,hot_step_0_to_1_hz,hot_min_hz,hot_max_hz
h13d1_h13d2_kp003_ki001_statehot,0.0023657286767697,0.0,-0.0023657286767697,0.0023657286767697627,0.0023657286767697627,0.0,0.0008368955828075286,-0.03219881612669173,0.04381589155446619
