time_s,freq_dev_hz
0.0,0.02521443409836177
1.0,-0.002262576004006256
2.0,-0.007264437118414957
3.0,-0.01239242021041198
4.0,-0.005323939664099164
5.0,0.013830743194787054
6.0,0.0035877789084048928
7.0,0.01302026015326696
8.0,0.008397652974601044
9.0,-0.008356409556933286
10.0,-0.002020209945690077
11.0,0.021500437918855475
12.0,0.015063147329583693
13.0,-0.004202797323720198
14.0,-0.012785923811362565
15.0,0.0006016879571646427
16.0,0.007725018225688274
17.0,-0.01506089894503182
18.0,-0.003172674966611666
19.0,0.007622191832035163
20.0,0.010759828768316382
21.0,-0.004852881384369567
22.0,-0.0037713969561514737
23.0,0.011274022970559905
24.0,0.007726910350784877
25.0,-0.0034026319271518446
26.0,-0.002094823196354678
27.0,-0.004155802692247246
28.0,-0.00797581071219966
29.0,0.006185811079162384
30.0,0.02462891021992597
31.0,0.003029985672764468
32.0,-0.0056390578345499875
33.0,-0.0011491963903020874
34.0,0.0036602831708121286
35.0,-0.007119278019573905
36.0,-0.0023139414547523884
37.0,-0.010874080965386224
38.0,-0.006948869701777216
39.0,0.01258710707660704
40.0,0.00674470029223162
41.0,0.0009469893148317254
42.0,0.008284590195675179
43.0,0.00732111312415018
44.0,0.0005743751923414919
45.0,0.011011067777033645
46.0,-0.005089439277503605
47.0,-0.00851953236093772
48.0,0.024038667185783957
49.0,0.024005981828336687
50.0,0.01891132150357855
51.0,0.005659049056121468
52.0,-0.003885890095973732
53.0,-0.009581287545676886
54.0,-0.006042631007983079
55.0,-0.022414513105657452
56.0,-0.01006965739407173
57.0,-0.003279704709666653
58.0,0.01779235293678738
59.0,0.008084287042358085
60.0,0.009911088282543723
61.0,-4.022317078744564e-05
62.0,-0.00856051570951255
63.0,-0.0063392009977625285
64.0,-0.009701499024994398
65.0,-0.00010369156391520917
66.0,-0.003306734969310554
67.0,-0.010292552546087297
68.0,-0.0009318314870321309
69.0,-0.008012386938260896
70.0,-0.0027526603609562272
71.0,0.0086615677675006
72.0,-0.0022077840435574814
73.0,0.013004211548568456
74.0,0.0020858187926320326
75.0,-0.0024056479618939086
76.0,-0.003848135992736701
77.0,-0.01844954581008862
78.0,-0.004977420662519716
79.0,0.004477644886868859
80.0,0.0035946934233122008
81.0,0.010662514710597648
82.0,-0.003470459040384455
83.0,-0.010419938033512377
84.0,0.00689559722997668
85.0,0.017953869096953845
86.0,-0.007962706605266767
87.0,-0.018258011431937504
88.0,-0.03049069371244606
89.0,0.0014163639239983539
90.0,-0.0029023030131325456
91.0,-0.01119702420498303
92.0,0.003182096821028324
93.0,-0.015273845837318056
94.0,-0.010599234587509443
95.0,-0.0026471617337819886
96.0,0.010609183058942762
97.0,0.001294871416144261
98.0,-0.004786563997973836
99.0,-0.01585926300628593
100.0,0.008061770856575556
101.0,0.0033861500266407774
102.0,-0.0014848423233360108
103.0,-0.026584763107586618
