count,mean_hz,std_hz,min_hz,p01_hz,p05_hz,median_hz,p95_hz,p99_hz,max_hz,mean_abs_hz,p95_abs_hz,p99_abs_hz,max_abs_hz,share_abs_gt_0p05,share_abs_gt_0p036
86400,-3.787683536821826e-05,0.02478336562157309,-0.2282656188314447,-0.07774219844371494,-0.03100573875956538,0.00036056597516375,0.0327608400852674,0.06587679056771895,0.1293705340498352,0.016219351901249117,0.04124632418780981,0.09388159186715385,0.2282656188314447,0.03256944444444444,0.07167824074074074
