hour,dispatch,label,success,error,dispatch_json,freq_csv,freq_png,dispatch_seconds,tds_seconds,total_seconds,samples,t_end_s,min_hz,t_min_s,max_hz,t_max_s,final_hz,abs_mean_hz,rms_hz
13,0,h13d0,1,,/Applications/openandes/demo/demo/deadband/results/daytest_h13_pair/h13d0_dispatch.json,/Applications/openandes/demo/demo/deadband/results/daytest_h13_pair/h13d0_frequency.csv,,0.44958787504583597,59.0572280830238,59.51010962500004,900,899.0,-0.027553979814858298,760.0,0.2688344231377826,2.0,-0.010425571043650717,0.009264025348141414,0.017779310378755218
13,1,h13d1,1,,/Applications/openandes/demo/demo/deadband/results/daytest_h13_pair/h13d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/daytest_h13_pair/h13d1_frequency.csv,,0.5414965000236407,60.5436103749671,61.087108416017145,900,899.0,-0.024414452068015624,140.0,0.07988471721224855,2.0,0.001916170477622714,0.007715919146212013,0.010202451686351388
