tag,old_samples,new_samples,old_min_hz,new_min_hz,old_max_hz,new_max_hz,old_abs_mean_hz,new_abs_mean_hz,old_final_hz,new_final_hz
kp005_ki00625,27596,900,-0.0634669231894724,-0.0632966671596846,0.0322186973152405,0.0311049048459199,0.007092991202750734,0.007627168096218983,-0.0056493072610841,-0.0056494261533535
kp02_ki005,27596,900,-0.0634669231894724,-0.0632966671596846,0.0390540187128518,0.0380194114717591,0.007986509847856982,0.008535627396483003,-0.0054418786803855,-0.0054420789474618
