time_s,freq_dev_hz
0.0,0.0
1.0,0.004491721508124158
2.0,0.006906683970635541
3.0,-0.005520966720875542
4.0,-0.00596626425596769
5.0,-0.00547602109865819
6.0,-0.0035271859247409942
7.0,-0.004867767425216218
8.0,-0.005763893166255141
9.0,-0.0021610915288228227
10.0,0.009299489922054427
11.0,-0.007324572833249388
12.0,-0.0022138667089821595
13.0,0.01273133214269695
14.0,0.004996604939560001
15.0,0.0014412049280787542
16.0,0.005932416123077822
17.0,-0.006096030581606016
18.0,-0.010311826816447045
19.0,0.00215541613966419
20.0,0.003548612414876473
21.0,-0.011192297880397994
22.0,-0.01316749968883757
23.0,-0.021664712506268557
24.0,-0.008591772432935407
25.0,-0.002545710382748645
26.0,0.018914555393161336
27.0,0.0041391515710120785
28.0,-0.0032534823896712695
29.0,-0.0006304790846400898
30.0,-0.0002031266326740777
31.0,-0.0011163080018894433
32.0,-0.00196808673797344
33.0,0.007638158125709005
34.0,-0.001623023181152039
35.0,-0.0020099569362219682
36.0,-0.005179670343216092
37.0,-0.0006007998061252628
38.0,0.006279875605450513
39.0,-0.0013087596677063829
40.0,0.00717088599153648
41.0,-0.012050588129477457
42.0,0.009274872012117186
43.0,0.008003539048879738
44.0,0.004025519246368958
45.0,-0.005181732041248388
46.0,-0.0006696605582190429
47.0,0.0014039814821531493
48.0,0.0004134522250165418
49.0,0.0037622949395910155
50.0,-0.0072074911556363475
51.0,-0.014515273274253726
52.0,-0.007233229834364696
53.0,0.01230432019275085
54.0,0.009096769138001726
55.0,0.007150120066756749
56.0,0.003511327146923371
57.0,0.006853118077487785
58.0,0.004736812787875522
59.0,-0.0014077283611335645
60.0,0.00840619264224074
61.0,-0.017420920180981625
62.0,-0.0013788193600872134
63.0,-0.0003527596131935873
64.0,-0.0020923734147371142
65.0,0.008405100386235098
66.0,-0.0021579891072964763
67.0,0.00642320190414658
68.0,-0.0055755324201545164
69.0,-0.003932295163262545
70.0,0.005969016072109312
71.0,0.0018630199247304802
72.0,-0.0019718736525020653
73.0,0.003949577339459331
74.0,0.004638723886301044
75.0,0.008691611500508678
76.0,0.004118023508952184
77.0,-0.008302809603897288
78.0,0.0018715993272389042
79.0,0.004286938421143027
80.0,0.00211194337576881
81.0,0.007182404258876396
82.0,0.0036148815245296007
83.0,-0.0037160841699201974
84.0,0.0029228185612995006
85.0,-0.00758524941341765
86.0,-0.006742442044609387
87.0,-0.0034909574331010162
88.0,0.010574971974683933
89.0,0.01488334070566033
90.0,0.012258323661313852
91.0,0.0024107826886776706
92.0,-0.006121486653303254
93.0,0.02010318474657158
94.0,0.006350028928547857
95.0,-0.0053825295027598585
96.0,-0.004616548905909124
97.0,-0.009068794268907165
98.0,-0.0034644527660065982
99.0,-0.00257940749476937
100.0,0.0036450701482637626
101.0,0.0031548405761938625
102.0,-0.007293013905971257
103.0,-0.004101566555225755
104.0,0.0095739884075563
105.0,0.01013711445930543
106.0,0.005046233308374504
107.0,0.002980531375054163
108.0,-0.0028059692929249813
109.0,0.007547064892952093
110.0,0.007056117483505986
111.0,0.016110506778659328
112.0,-0.012945139837918784
113.0,-0.0025120873955741807
114.0,-0.0003837319453059429
115.0,0.009112940026709815
116.0,-0.0021096093949268813
117.0,0.021004658784828933
118.0,0.009805884493490069
119.0,0.003761146138763216
120.0,0.0030793436595022428
121.0,-0.007450107658184546
122.0,0.006943552211309267
123.0,0.005061402232877654
124.0,0.0006184219072036257
125.0,-0.00655259797287977
126.0,0.004364230752957887
127.0,0.014264604928260205
128.0,-0.001102839283182444
129.0,-0.003506052968615947
130.0,0.011548671490859697
131.0,0.008671733017795447
132.0,0.0004686656910424247
133.0,-0.004852792366409897
134.0,0.004311174375399851
135.0,0.02981570589607241
136.0,0.0034302849851952644
137.0,0.0026438847659981946
138.0,0.015443449445009527
139.0,0.021923432443329283
140.0,-0.004034200078761874
141.0,-0.008840683574706798
142.0,0.0010810309950670671
143.0,-0.010571937192158654
144.0,-0.004047437883814009
