count,mean_hz,std_hz,min_hz,p01_hz,p05_hz,median_hz,p95_hz,p99_hz,max_hz,mean_abs_hz,p95_abs_hz,p99_abs_hz,max_abs_hz
86400,0.0006320961532281302,0.017705132800012093,-0.0948878545095488,-0.05076029535578106,-0.028824709812202462,0.00115433569515705,0.028272048388937803,0.042353966753800286,0.0725226579832583,0.013453031538998197,0.03617319138362247,0.05342272897194422,0.0948878545095488
