hour,dispatch,label,success,error,dispatch_json,freq_csv,freq_png,dispatch_seconds,tds_seconds,total_seconds,init_mode_used,retry_note,samples,t_end_s,min_hz,t_min_s,max_hz,t_max_s,final_hz,abs_mean_hz,rms_hz
7,3,h7d3,1,,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h7d3_dispatch.json,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h7d3_frequency.csv,,0.5848071670043282,72.80443487496814,73.39214250002988,first,,900,899.0,-0.09488785450954884,615.0,0.012509859388041278,3.0,-0.06483947772715215,0.05193278877890032,0.05516170169172755
7,2,h7d2,1,,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h7d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h7d2_frequency.csv,,0.47848983301082626,71.53759520902531,72.01801404199796,first,,900,899.0,-0.07646340227638992,827.0,0.01146118688418074,68.0,-0.0390007698810213,0.035593699231652315,0.03924499800648035
11,1,h11d1,1,,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h11d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h11d1_frequency.csv,,0.6400113750132732,68.3636273330194,69.00558670796454,first,,900,899.0,-0.018101112951816045,66.0,0.0725226579832583,726.0,0.037425941334086055,0.03313561455400151,0.036834080349066226
8,1,h8d1,1,,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h8d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h8d1_frequency.csv,,0.4815395420300774,69.90271733299596,70.38612824998563,first,,900,899.0,-0.07170277623876231,869.0,0.019032107624377126,11.0,-0.04358968748345182,0.03235475405249543,0.0353448652012022
11,2,h11d2,1,,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h11d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h11d2_frequency.csv,,0.49684645800152794,68.93593241699273,69.4346919170348,first,,900,899.0,-0.009148174546325105,2.0,0.0637091066129214,501.0,0.00590477525377775,0.03131292017376734,0.03337863502714776
6,2,h6d2,1,,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h6d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h6d2_frequency.csv,,0.6186013749684207,70.0930955419899,70.7135651250137,first,,900,899.0,-0.016625343990228636,51.0,0.06794097595142379,507.0,0.023572878833242328,0.030820036564012776,0.03416394660737139
14,0,h14d0,1,,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h14d0_dispatch.json,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h14d0_frequency.csv,,0.5864622500375845,69.84593166701961,70.43435004202183,first,,900,899.0,-0.06054955210616164,536.0,0.01984629329346177,10.0,-0.02828410439208895,0.026555461411218666,0.0294909911727838
8,0,h8d0,1,,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h8d0_dispatch.json,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h8d0_frequency.csv,,0.496206792013254,69.76858312502736,70.26675279199844,first,,900,899.0,-0.05725344066268345,741.0,0.005284128938276567,794.0,-0.019579905536981634,0.023984243956907503,0.02578232887480471
8,2,h8d2,1,,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h8d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h8d2_frequency.csv,,0.5443209999939427,70.4505491249729,70.99677450000308,first,,900,899.0,-0.07035050373478846,314.0,0.023334245853825486,790.0,0.004992437876158995,0.023785406585868942,0.027978200858561862
13,0,h13d0,1,,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h13d0_dispatch.json,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h13d0_frequency.csv,,0.5420629170257598,69.25308470899472,69.79710595897632,first,,900,899.0,-0.05349617190042011,802.0,0.010368956378727923,105.0,-0.03660743997575544,0.023703379498988413,0.02592233766249551
9,1,h9d1,1,,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h9d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h9d1_frequency.csv,,0.5452198329730891,69.05020704201888,69.59727779199602,first,,900,899.0,-0.02490905601986393,20.0,0.0534340990980553,367.0,0.018813600181171175,0.022704360844233596,0.024859999095977407
6,0,h6d0,1,,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h6d0_dispatch.json,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p01_first/h6d0_frequency.csv,,0.536396166018676,69.35149054095382,69.88980116700986,first,,900,899.0,-0.038179636616264556,860.0,0.06515992881813482,268.0,-0.0332805309195372,0.0219384102672508,0.025613160692665064
