label,boundary_start_hz,boundary_step_0_to_1_hz,second_min_hz,second_max_hz,second_abs_mean_hz,second_rms_hz,frac_abs_gt_0p036,seconds_until_last_abs_gt_0p036,freq_end_hz
h5d1_h5d2_gov_only_ramp600_gov_ramp,0.04010401317963819,0.005088937131478843,-0.17886408038567003,0.05608071251954172,0.09338233306519132,0.10728372812013603,0.760845383759733,794.0,-0.018804686975570917
