label,checkpoint_in,first_dispatch_json,second_dispatch_json,third_dispatch_json,first_hotstart_csv,second_hotstart_csv,kp,ki,agc_interval,dispatch_interval,continuous_samples,continuous_t_end_s,continuous_min_hz,continuous_t_min_s,continuous_max_hz,continuous_t_max_s,continuous_final_hz,continuous_abs_mean_hz,continuous_rms_hz,hotstart_samples,hotstart_t_end_s,hotstart_min_hz,hotstart_t_min_s,hotstart_max_hz,hotstart_t_max_s,hotstart_final_hz,hotstart_abs_mean_hz,hotstart_rms_hz,diff_max_abs_hz,diff_rms_hz,diff_final_hz
h5d1_h5d2_midpoint_chain,/Applications/openandes/demo/demo/deadband/results/trajectory_chain/day_h5_midpoint_checkpoints_v2/57b7d87c0b08/end_h5d0,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p0625_first/h5d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p0625_first/h5d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p0625_first/h5d3_dispatch.json,/Applications/openandes/demo/demo/deadband/results/trajectory_chain/day_h5_midpoint_v2/h5d1_frequency.csv,/Applications/openandes/demo/demo/deadband/results/trajectory_chain/day_h5_midpoint_v2/h5d2_frequency.csv,0.03,0.01,4,900,1800,1799.0,-0.027966645805577173,9.0,0.050779568278525034,888.0,-0.010561241622195627,0.012639285894527272,0.015532397499211086,1800,1799.0,-0.0279666458055771,9.0,0.050779568278525,888.0,-0.0105612416221956,0.01263928589452722,0.015532397499211046,9.974659986866641e-17,5.720770243487597e-17,2.7755575615628914e-17
