label,dispatch_label,hour,dispatch,dispatch_json,dispatch_json_source,next_dispatch_json,freq_csv,freq_png,checkpoint_in,signature_hash,kp,ki,agc_interval,init_mode,apply_governor_targets,apply_dg_targets,governor_target_schedule,dispatch_target_ramp_seconds,resume_mode,start_dae_t,end_dae_t,ace_integral_start,ace_raw_start,ace_integral_end,ace_raw_end,samples,t_end_s,min_hz,t_min_s,max_hz,t_max_s,final_hz,abs_mean_hz,rms_hz
h5d1_midtraj_v2,h5d1,5,1,/Applications/openandes/demo/demo/deadband/results/trajectory_chain/h5_midpoint_v2/h5d1_midtraj_v2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p0625_first/h5d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/day96_agc4_kp0p05_ki0p0625_first/h5d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/trajectory_chain/h5_midpoint_v2/h5d1_midtraj_v2_frequency.csv,/Applications/openandes/demo/demo/deadband/results/trajectory_chain/h5_midpoint_v2/h5d1_midtraj_v2_frequency.png,,8ea88edb4c8f,0.03,0.01,4,first,1,0,midpoint_trajectory,0,cold,0.0,899.0,0.0,0.0,-1272.469159708655,12.689121453846104,900,899.0,-4.317874233910621,5.0,0.6920679601719337,448.0,0.3952238137827502,0.7427881392764992,0.8854108903402963
