group,dispatch_count,sample_count,mean_hz,std_hz,p95_abs_hz,p99_abs_hz,max_abs_hz
fallback_dispatch,17,15300,0.0003031657493798489,0.009855991976430683,0.017742471240623087,0.024797311389863567,0.1900954754919381
pure_first,79,71100,-0.0002023069314316234,0.009355729577345363,0.01833329299197653,0.024183068484815613,0.0416703933634377
