count,mean_hz,std_hz,min_hz,p01_hz,p05_hz,median_hz,p95_hz,p99_hz,max_hz,mean_abs_hz,p95_abs_hz,p99_abs_hz,max_abs_hz
86400,-0.00011279614420459188,0.009448218855870296,-0.1900954754919381,-0.022012462265304077,-0.015447568942633515,-6.907093504482376e-05,0.015109329617534816,0.02147264432480711,0.1044673485240021,0.007425936003174308,0.018233484162862027,0.024239721649163295,0.1900954754919381
