label,kp,ki,min_hz,max_hz,mean_abs_hz,gt_pos_0.036,lt_neg_0.036,abs_gt_0.036
"KP=0.005, KI=0.001",0.005,0.001,-0.0209333827048707,0.0808211976890271,0.02687557136508715,347,0,347
"KP=0.004, KI=0.001",0.004,0.001,-0.0209462510784175,0.0808618873241151,0.02689478339990707,348,0,348
"KP=0.003, KI=0.001",0.003,0.001,-0.020959064396544,0.0809027340803858,0.02691402459338983,348,0,348
"KP=0.002, KI=0.001",0.002,0.001,-0.0209718226544675,0.0809437376000987,0.02693329501847034,350,0,350
"KP=0.001, KI=0.001",0.001,0.001,-0.0209845258576768,0.0809848975415405,0.02695264862060462,350,0,350
